username,password,last_access
d77d530f-cefc-5187-8f9c-fe2e73465671,2692E72C39841F73084295AF6D3A0858D0B2FD017AF438E3DCEBAEC57B1A7939,1996-02-13T23:04:38-0600
96899040-51d7-5ea3-9ffb-c0bf6489f3ac,024823343A37C768E01541C2AFD72D9213CFBF0EBDC24F50740EA4B62FCE0B5D,1996-04-18T04:36:22-0600
50c5c197-a7c9-5fac-b2fa-60280a7dac94,F090835EBE69292F8FFC74131CD008F4DCFD1410E0C23E9C4584A04263E24918,1996-10-04T22:11:13-0600
53eed945-042e-504a-b2a2-692b78cbeacc,7A3F9EC2C808F1003834DD9B6C051926F43899666B60471EA5B3811A68451131,1996-07-02T21:49:49-0600
0d9bd5fd-e597-5fc2-a6c2-bff580e05ae7,93E0BA36FC7CEC40B140B4838819BD63EA493B6E33E586B0D89F6F1065F1F9F2,1996-01-05T02:20:50-0600
c91941d3-c77b-56e4-8dcf-0923e19c3711,B34FB79F8B03EF9287BF1EEEFE6C2B055A8F9795138DF6C4AFF2521EC521BBFD,1996-05-28T16:17:01-0600
dc6b439e-11ec-59a4-a2a9-d52f56ffb4ad,6324452DC778D224EE737615BE6E0EB3105C093E260CBAD10C6846412278B316,1996-07-20T23:41:54-0600
b2aadb0d-d2f8-5f6b-a12f-61e4dc56d761,7D1F49C2E7C67B20FD9DBEB36016121B26EA44D5EF9BD0333149016AD82BE618,1996-06-09T16:25:10-0600
239a5a0f-37b6-5aec-bd1b-ce729372a40f,D8D0C905B21F8BC8931F049D589F388ACC567A02266B6F0280C23ED569EBA23D,1996-04-13T12:27:32-0600
a5245b6b-ddae-5ff0-878b-80403923dd0d,5C8781A96C5DFA392316F585E4EC8B1CFFB375ABB1DBB0347400CF944EC4F55B,1996-09-28T22:24:18-0600
02f04f69-6588-5c6a-97e0-1b1c08fa0b5f,6B4D1E78F8E425D14B19FA8700332CE90500A553B748A10DF07B1F853EF4376D,1996-04-03T20:44:27-0600
689de85d-6a21-5760-8cd7-17b80ef38a8d,CF3D4D264F8C100BA916FD97EEF6CA3274E1B5326D26E6B6396C3823075F592F,1996-06-06T02:31:03-0600
dd3cff0d-bc25-5d7b-b6be-896d250b514d,48176CFEC91EF623153C19A63129F40AA1AD3854D0461ACEEB0E579B6336AB88,1996-07-13T00:06:41-0600
84d3e9d4-9eb3-5aba-bf38-13254b6c49d3,CC7C8EA05AECB32332AC925342BDEF01E167D15F81CA95424283186EC73064E4,1996-06-18T07:14:53-0600
6fa8fc16-9111-5c19-8df2-dde9945dc2bb,E3424AAB944DDD789B4314803ABE186E3C5928144C0E83F321FBD50C95CD76E6,1996-02-09T17:06:27-0600
bb32dc2b-7cb1-5133-94b5-b919ff702687,A31100B25DAC1BBF8C03462030F1B776BB5B7E9AFFA3659A86FF7988A88D54D1,1996-07-12T08:48:20-0600
beb8d1d5-f6e9-5446-98f6-db83fdd53eb1,0E94FAA02DA09121B3E4571E8499D993CDCD36E8C24BD18EF9FA533F836083CB,1996-02-24T16:33:56-0600
b7ff435b-420a-5f59-a344-f5306a440a21,3CC509BA13AA28C5F72A5CBE682D96994F905C382D575EF23945337E2F20503D,1996-04-25T10:22:40-0600
c9384385-8c24-5fec-b7a5-1b6950602d7e,3C6E2B168E490CD6CE26C83646240FAE04E43F3CE3F1FD278421E49CEA517F7F,1996-05-13T21:18:05-0600
7eb76a98-2044-5755-a390-538aa8c1afd7,206E36DE6EA7348142C606141E0D00CA73FCB748AC113CFD63909BDAF68B6959,1996-03-25T00:36:14-0600
abb64c80-d263-55a4-834f-a67b4d579499,vB^A&V!m4423,1996-03-29T07:24:10-0600
113c82c3-b20e-5004-82ac-bbfa0556b601,824DD9B5F0D785BCB3AC6ABD14B4D860A1AF67D03DE13FCC8C17438539E48374,1996-10-07T21:46:24-0600
a905cd93-5fde-5a0a-b2bd-21eebdbea0c6,924CB7137281D9B9A3284879718AE71DF4C45073F0A26DDF9A8D7C03697CB732,1996-10-16T14:44:07-0600
c3bb5f57-57aa-5598-8833-0378c367e50b,F8D6C2F17844B2D5A145F76E9AE73BAE195A967982732001FEF9245D112E40C1,1996-05-10T16:10:35-0600
